driver,season,round,circuit_id,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,nationality,constructor,grid,podium,driver_points_after_race.1,driver_wins_after_race.1,driver_standings_pos_after_race.1,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time,driver_age,wins_percentage,change_teams
villeneuve,1996,16,suzuka,True,False,True,False,False,Canadian,williams,1,16,78,4,2,68,3,2,165,11,1,0.0,25,,0
diniz,1997,1,albert_park,False,False,True,False,False,Brazilian,arrows,22,10,0,0,0,0,0,0,0,0,0,4.849,26,,1
berger,1997,1,albert_park,False,False,True,False,False,Austrian,benetton,10,4,0,0,0,0,0,0,0,0,0,1.7469999999999999,37,,1
michael_schumacher,1997,1,albert_park,False,False,True,False,False,German,ferrari,3,2,0,0,0,0,0,0,0,0,0,0.349,28,0.0,1
coulthard,1997,1,albert_park,False,False,True,False,False,British,mclaren,4,1,0,0,0,0,0,0,0,0,0,0.408,25,0.111111111,1
hakkinen,1997,1,albert_park,False,False,True,False,False,Finnish,mclaren,6,3,0,0,0,0,0,0,0,0,0,0.848,28,0.0,1
trulli,1997,1,albert_park,False,False,True,False,False,Italian,minardi,17,9,0,0,0,0,0,0,0,0,0,2.997,22,0.0,1
nakano,1997,1,albert_park,False,False,True,False,False,Japanese,prost,16,7,0,0,0,0,0,0,0,0,0,2.866,25,,1
panis,1997,1,albert_park,False,False,True,False,False,French,prost,9,5,0,0,0,0,0,0,0,0,0,1.719,30,,1
larini,1997,1,albert_park,False,False,True,False,False,Italian,sauber,13,6,0,0,0,0,0,0,0,0,0,2.204,32,0.0,1
frentzen,1997,1,albert_park,False,False,True,False,False,German,williams,2,8,0,0,0,0,0,0,0,0,0,0.0,29,0.0,1
damon_hill,1997,2,interlagos,False,False,True,False,True,British,arrows,9,17,0,0,0,0,0,0,0,0,8,1.0859999999999999,36,0.0,1
diniz,1997,2,interlagos,False,False,True,False,True,Brazilian,arrows,16,21,0,0,10,0,0,0,0,0,8,2.0909999999999997,26,0.0,0
alesi,1997,2,interlagos,False,False,True,False,True,French,benetton,6,6,0,0,0,0,0,0,3,0,3,0.753,32,0.0,1
berger,1997,2,interlagos,False,False,True,False,True,Austrian,benetton,3,2,3,0,4,0,0,0,3,0,3,0.64,37,,0
irvine,1997,2,interlagos,False,False,True,False,True,British,ferrari,14,16,0,0,0,0,0,0,6,0,2,1.5230000000000001,31,0.0,1
michael_schumacher,1997,2,interlagos,False,False,True,False,True,German,ferrari,2,5,6,0,2,0,0,0,6,0,2,0.59,28,0.0,0
fisichella,1997,2,interlagos,False,False,True,False,True,Italian,jordan,7,8,0,0,0,0,0,0,0,0,0,0.9079999999999999,24,0.0,1
coulthard,1997,2,interlagos,False,False,True,False,True,British,mclaren,12,10,10,1,1,0,0,0,14,1,1,1.258,26,0.0,0
hakkinen,1997,2,interlagos,False,False,True,False,True,Finnish,mclaren,4,4,4,0,3,0,0,0,14,1,1,0.688,28,0.0,0
katayama,1997,2,interlagos,False,False,True,False,True,Japanese,minardi,18,18,0,0,0,0,0,0,0,0,7,2.553,33,,1
trulli,1997,2,interlagos,False,False,True,False,True,Italian,minardi,17,12,0,0,9,0,0,0,0,0,7,2.332,22,0.0,0
nakano,1997,2,interlagos,False,False,True,False,True,Japanese,prost,15,14,0,0,7,0,0,0,2,0,4,1.995,25,,0
panis,1997,2,interlagos,False,False,True,False,True,French,prost,5,3,2,0,5,0,0,0,2,0,4,0.752,30,0.0,0
herbert,1997,2,interlagos,False,False,True,False,True,British,sauber,13,7,0,0,0,0,0,0,1,0,5,1.405,32,0.0,1
larini,1997,2,interlagos,False,False,True,False,True,Italian,sauber,19,11,1,0,6,0,0,0,1,0,5,2.64,33,0.0,0
salo,1997,2,interlagos,False,False,True,False,True,Finnish,tyrrell,22,13,0,0,0,0,0,0,0,0,0,3.27,30,0.0,1
verstappen,1997,2,interlagos,False,False,True,False,True,Dutch,tyrrell,21,15,0,0,0,0,0,0,0,0,0,2.8810000000000002,25,0.0,1
frentzen,1997,2,interlagos,False,False,True,False,True,German,williams,8,9,0,0,8,0,0,0,0,0,6,0.9670000000000001,29,0.0,0
villeneuve,1997,2,interlagos,False,False,True,False,True,Canadian,williams,1,1,0,0,0,0,0,0,0,0,6,0.0,25,1.0,1
damon_hill,1997,3,galvez,False,False,False,False,True,British,arrows,13,16,0,0,18,0,0,0,0,0,9,2.8080000000000003,36,0.0,0
diniz,1997,3,galvez,False,False,False,False,True,Brazilian,arrows,22,12,0,0,14,0,0,10,0,0,9,4.496,26,,0
alesi,1997,3,galvez,False,False,False,False,True,French,benetton,11,7,1,0,8,0,0,0,10,0,3,2.603,32,,0
berger,1997,3,galvez,False,False,False,False,True,Austrian,benetton,12,6,9,0,3,3,0,4,10,0,3,2.786,37,,0
irvine,1997,3,galvez,False,False,False,False,True,British,ferrari,7,2,0,0,17,0,0,0,8,0,4,1.854,31,0.0,0
michael_schumacher,1997,3,galvez,False,False,False,False,True,German,ferrari,4,21,8,0,4,6,0,2,8,0,4,1.3,28,0.0,0
fisichella,1997,3,galvez,False,False,False,False,True,Italian,jordan,9,17,0,0,12,0,0,0,0,0,7,2.146,24,,0
ralf_schumacher,1997,3,galvez,False,False,False,False,True,German,jordan,6,3,0,0,0,0,0,0,0,0,7,1.745,21,0.0,1
coulthard,1997,3,galvez,False,False,False,False,True,British,mclaren,10,22,10,1,1,10,1,1,17,1,1,2.326,26,0.0,0
hakkinen,1997,3,galvez,False,False,False,False,True,Finnish,mclaren,17,5,7,0,5,4,0,3,17,1,1,3.662,28,,0
katayama,1997,3,galvez,False,False,False,False,True,Japanese,minardi,21,15,0,0,19,0,0,0,0,0,8,3.94,33,,0
trulli,1997,3,galvez,False,False,False,False,True,Italian,minardi,18,9,0,0,13,0,0,9,0,0,8,3.687,22,,0
nakano,1997,3,galvez,False,False,False,False,True,Japanese,prost,20,13,0,0,9,0,0,7,6,0,5,3.8930000000000002,26,,0
panis,1997,3,galvez,False,False,False,False,True,French,prost,3,19,6,0,6,2,0,5,6,0,5,1.018,30,,0
herbert,1997,3,galvez,False,False,False,False,True,British,sauber,8,4,0,0,10,0,0,0,1,0,6,2.0909999999999997,32,0.0,0
larini,1997,3,galvez,False,False,False,False,True,Italian,sauber,14,11,1,0,7,1,0,6,1,0,6,3.217,33,,0
magnussen,1997,3,galvez,False,False,False,False,True,Danish,stewart,15,10,0,0,0,0,0,0,0,0,0,3.562,23,,1
salo,1997,3,galvez,False,False,False,False,True,Finnish,tyrrell,19,8,0,0,15,0,0,0,0,0,10,3.7510000000000003,30,,0
verstappen,1997,3,galvez,False,False,False,False,True,Dutch,tyrrell,16,14,0,0,16,0,0,0,0,0,10,3.6210000000000004,25,,0
frentzen,1997,3,galvez,False,False,False,False,True,German,williams,2,20,0,0,11,0,0,8,10,1,2,0.7979999999999999,29,0.0,0
villeneuve,1997,3,galvez,False,False,False,False,True,Canadian,williams,1,1,10,1,2,0,0,0,10,1,2,0.0,26,1.0,0
damon_hill,1997,4,imola,False,False,False,False,False,British,arrows,15,19,0,0,20,0,0,18,0,0,10,2.44,36,0.0,0
diniz,1997,4,imola,False,False,False,False,False,Brazilian,arrows,17,12,0,0,17,0,0,14,0,0,10,2.95,26,0.0,0
alesi,1997,4,imola,False,False,False,False,False,French,benetton,14,5,1,0,10,1,0,8,11,0,4,2.426,32,0.0,0
berger,1997,4,imola,False,False,False,False,False,Austrian,benetton,11,20,10,0,3,9,0,3,11,0,4,2.068,37,,0
irvine,1997,4,imola,False,False,False,False,False,British,ferrari,9,3,6,0,6,0,0,17,14,0,3,1.558,31,0.0,0
michael_schumacher,1997,4,imola,False,False,False,False,False,German,ferrari,3,2,8,0,5,8,0,4,14,0,3,0.652,28,0.0,0
fisichella,1997,4,imola,False,False,False,False,False,Italian,jordan,6,4,0,0,15,0,0,12,4,0,6,1.2930000000000001,24,0.0,0
ralf_schumacher,1997,4,imola,False,False,False,False,False,German,jordan,5,17,4,0,8,0,0,0,4,0,6,0.778,21,0.0,0
coulthard,1997,4,imola,False,False,False,False,False,British,mclaren,10,14,10,1,2,10,1,1,19,1,2,1.774,26,0.0,0
hakkinen,1997,4,imola,False,False,False,False,False,Finnish,mclaren,8,6,9,0,4,7,0,5,19,1,2,1.5090000000000001,28,,0
katayama,1997,4,imola,False,False,False,False,False,Japanese,minardi,22,11,0,0,21,0,0,19,0,0,9,5.4239999999999995,33,,0
trulli,1997,4,imola,False,False,False,False,False,Italian,minardi,20,22,0,0,16,0,0,13,0,0,9,3.657,22,0.0,0
nakano,1997,4,imola,False,False,False,False,False,Japanese,prost,18,18,0,0,12,0,0,9,6,0,5,3.409,26,,0
panis,1997,4,imola,False,False,False,False,False,French,prost,4,8,6,0,7,6,0,6,6,0,5,0.772,30,0.0,0
herbert,1997,4,imola,False,False,False,False,False,British,sauber,7,16,3,0,9,0,0,10,4,0,7,1.42,32,0.0,0
larini,1997,4,imola,False,False,False,False,False,Italian,sauber,12,7,1,0,11,1,0,7,4,0,7,2.241,33,0.0,0
magnussen,1997,4,imola,False,False,False,False,False,Danish,stewart,16,21,0,0,18,0,0,0,0,0,11,2.889,23,,0
salo,1997,4,imola,False,False,False,False,False,Finnish,tyrrell,19,9,0,0,14,0,0,15,0,0,8,3.549,30,,0
verstappen,1997,4,imola,False,False,False,False,False,Dutch,tyrrell,21,10,0,0,19,0,0,16,0,0,8,4.125,25,,0
frentzen,1997,4,imola,False,False,False,False,False,German,williams,2,1,0,0,13,0,0,11,20,2,1,0.34299999999999997,29,0.111111111,0
villeneuve,1997,4,imola,False,False,False,False,False,Canadian,williams,1,13,20,2,1,10,1,2,20,2,1,0.0,26,,0
damon_hill,1997,5,monaco,False,True,False,False,False,British,arrows,13,21,0,0,21,0,0,20,0,0,10,1.4580000000000002,36,0.0,0
diniz,1997,5,monaco,False,True,False,False,False,Brazilian,arrows,16,22,0,0,18,0,0,17,0,0,10,1.6440000000000001,26,0.0,0
alesi,1997,5,monaco,False,True,False,False,False,French,benetton,9,14,3,0,12,1,0,10,13,0,4,1.047,32,0.0,0
berger,1997,5,monaco,False,True,False,False,False,Austrian,benetton,17,9,10,0,6,10,0,3,13,0,4,1.983,37,,0
irvine,1997,5,monaco,False,True,False,False,False,British,ferrari,15,3,10,0,5,6,0,6,24,0,2,1.507,31,0.0,0
michael_schumacher,1997,5,monaco,False,True,False,False,False,German,ferrari,2,1,14,0,2,8,0,5,24,0,2,0.019,28,0.1,0
fisichella,1997,5,monaco,False,True,False,False,False,Italian,jordan,4,6,3,0,11,0,0,15,7,0,5,0.449,24,0.0,0
ralf_schumacher,1997,5,monaco,False,True,False,False,False,German,jordan,6,16,4,0,9,4,0,8,7,0,5,0.727,21,0.0,0
coulthard,1997,5,monaco,False,True,False,False,False,British,mclaren,5,19,10,1,4,10,1,2,20,1,3,0.563,26,0.0,0
hakkinen,1997,5,monaco,False,True,False,False,False,Finnish,mclaren,8,20,10,0,7,9,0,4,20,1,3,0.903,28,0.0,0
katayama,1997,5,monaco,False,True,False,False,False,Japanese,minardi,20,10,0,0,20,0,0,21,0,0,9,2.39,33,,0
trulli,1997,5,monaco,False,True,False,False,False,Italian,minardi,18,18,0,0,16,0,0,16,0,0,9,2.133,22,0.0,0
nakano,1997,5,monaco,False,True,False,False,False,Japanese,prost,21,12,0,0,14,0,0,12,6,0,6,2.745,26,,0
panis,1997,5,monaco,False,True,False,False,False,French,prost,12,4,6,0,8,6,0,7,6,0,6,1.41,30,0.0,0
herbert,1997,5,monaco,False,True,False,False,False,British,sauber,7,17,3,0,10,3,0,9,4,0,7,0.889,32,0.0,0
larini,1997,5,monaco,False,True,False,False,False,Italian,sauber,11,13,1,0,13,1,0,11,4,0,7,1.252,33,0.0,0
barrichello,1997,5,monaco,False,True,False,False,False,Brazilian,stewart,10,2,0,0,0,0,0,0,0,0,11,1.079,24,0.0,1
magnussen,1997,5,monaco,False,True,False,False,False,Danish,stewart,19,7,0,0,19,0,0,18,0,0,11,2.3,23,,0
salo,1997,5,monaco,False,True,False,False,False,Finnish,tyrrell,14,5,0,0,15,0,0,14,0,0,8,1.4780000000000002,30,0.0,0
verstappen,1997,5,monaco,False,True,False,False,False,Dutch,tyrrell,22,8,0,0,17,0,0,19,0,0,8,3.074,25,,0
frentzen,1997,5,monaco,False,True,False,False,False,German,williams,1,11,10,1,3,0,0,13,30,3,1,0.0,29,0.0,0
villeneuve,1997,5,monaco,False,True,False,False,False,Canadian,williams,3,15,20,2,1,20,2,1,30,3,1,0.36700000000000005,26,,0
damon_hill,1997,6,catalunya,True,False,False,False,False,British,arrows,15,21,0,0,22,0,0,21,0,0,11,3.5639999999999996,36,0.0,0
diniz,1997,6,catalunya,True,False,False,False,False,Brazilian,arrows,21,16,0,0,21,0,0,18,0,0,11,4.504,27,0.0,0
alesi,1997,6,catalunya,True,False,False,False,False,French,benetton,4,3,3,0,13,3,0,12,13,0,4,1.192,32,0.0,0
berger,1997,6,catalunya,True,False,False,False,False,Austrian,benetton,6,10,10,0,6,10,0,6,13,0,4,1.516,37,,0
irvine,1997,6,catalunya,True,False,False,False,False,British,ferrari,11,12,14,0,3,10,0,5,38,1,1,2.3480000000000003,31,0.0,0
michael_schumacher,1997,6,catalunya,True,False,False,False,False,German,ferrari,7,4,24,1,1,14,0,2,38,1,1,1.788,28,0.0,0
fisichella,1997,6,catalunya,True,False,False,False,False,Italian,jordan,8,9,4,0,11,3,0,11,8,0,6,1.86,24,,0
ralf_schumacher,1997,6,catalunya,True,False,False,False,False,German,jordan,9,17,4,0,10,4,0,9,8,0,6,1.8980000000000001,21,0.0,0
coulthard,1997,6,catalunya,True,False,False,False,False,British,mclaren,3,6,10,1,5,10,1,4,20,1,3,0.996,26,0.0,0
hakkinen,1997,6,catalunya,True,False,False,False,False,Finnish,mclaren,5,7,10,0,7,10,0,7,20,1,3,1.212,28,0.0,0
katayama,1997,6,catalunya,True,False,False,False,False,Japanese,minardi,20,22,0,0,20,0,0,20,0,0,10,4.147,33,,0
trulli,1997,6,catalunya,True,False,False,False,False,Italian,minardi,18,15,0,0,19,0,0,16,0,0,10,3.927,22,,0
nakano,1997,6,catalunya,True,False,False,False,False,Japanese,prost,16,20,0,0,17,0,0,14,9,0,5,3.5780000000000003,26,,0
panis,1997,6,catalunya,True,False,False,False,False,French,prost,12,2,9,0,8,6,0,8,9,0,5,2.6319999999999997,30,0.0,0
herbert,1997,6,catalunya,True,False,False,False,False,British,sauber,10,5,3,0,12,3,0,10,4,0,8,1.969,32,0.0,0
morbidelli,1997,6,catalunya,True,False,False,False,False,Italian,sauber,13,14,0,0,0,0,0,0,4,0,8,2.798,29,,1
barrichello,1997,6,catalunya,True,False,False,False,False,Brazilian,stewart,17,18,6,0,9,0,0,0,6,0,7,3.73,25,0.0,0
magnussen,1997,6,catalunya,True,False,False,False,False,Danish,stewart,22,13,0,0,16,0,0,19,6,0,7,4.535,23,,0
salo,1997,6,catalunya,True,False,False,False,False,Finnish,tyrrell,14,19,2,0,14,0,0,15,2,0,9,3.554,30,0.0,0
verstappen,1997,6,catalunya,True,False,False,False,False,Dutch,tyrrell,19,11,0,0,18,0,0,17,2,0,9,4.0569999999999995,25,0.0,0
frentzen,1997,6,catalunya,True,False,False,False,False,German,williams,2,8,10,1,4,10,1,3,30,3,2,0.266,30,0.0,0
villeneuve,1997,6,catalunya,True,False,False,False,False,Canadian,williams,1,1,20,2,2,20,2,1,30,3,2,0.0,26,1.0,0
damon_hill,1997,7,villeneuve,True,False,False,False,False,British,arrows,15,9,0,0,23,0,0,22,0,0,11,2.0340000000000003,36,0.0,0
diniz,1997,7,villeneuve,True,False,False,False,False,Brazilian,arrows,16,8,0,0,21,0,0,21,0,0,11,2.08,27,0.0,0
alesi,1997,7,villeneuve,True,False,False,False,False,French,benetton,8,2,7,0,9,3,0,13,17,0,4,0.804,33,0.0,0
irvine,1997,7,villeneuve,True,False,False,False,False,British,ferrari,12,21,14,0,4,14,0,3,41,1,1,1.4080000000000001,31,0.0,0
michael_schumacher,1997,7,villeneuve,True,False,False,False,False,German,ferrari,1,1,27,1,2,24,1,1,41,1,1,0.0,28,0.1,0
fisichella,1997,7,villeneuve,True,False,False,False,False,Italian,jordan,6,3,4,0,13,4,0,11,8,0,6,0.655,24,0.0,0
ralf_schumacher,1997,7,villeneuve,True,False,False,False,False,German,jordan,7,17,4,0,12,4,0,10,8,0,6,0.774,21,0.0,0
coulthard,1997,7,villeneuve,True,False,False,False,False,British,mclaren,5,7,11,1,5,10,1,5,21,1,3,0.371,26,0.0,0
hakkinen,1997,7,villeneuve,True,False,False,False,False,Finnish,mclaren,9,20,10,0,8,10,0,7,21,1,3,0.821,28,0.0,0
katayama,1997,7,villeneuve,True,False,False,False,False,Japanese,minardi,22,18,0,0,20,0,0,20,0,0,10,2.9389999999999996,34,,0
trulli,1997,7,villeneuve,True,False,False,False,False,Italian,minardi,20,16,0,0,19,0,0,19,0,0,10,2.275,22,0.0,0
nakano,1997,7,villeneuve,True,False,False,False,False,Japanese,prost,19,6,0,0,17,0,0,17,15,0,5,2.275,26,,0
panis,1997,7,villeneuve,True,False,False,False,False,French,prost,10,11,15,0,3,9,0,8,15,0,5,0.9390000000000001,30,0.0,0
herbert,1997,7,villeneuve,True,False,False,False,False,British,sauber,13,5,5,0,11,3,0,12,6,0,8,1.527,32,0.0,0
morbidelli,1997,7,villeneuve,True,False,False,False,False,Italian,sauber,18,10,0,0,22,0,0,0,6,0,8,2.262,29,0.0,0
barrichello,1997,7,villeneuve,True,False,False,False,False,Brazilian,stewart,3,15,6,0,10,6,0,9,6,0,7,0.293,25,0.0,0
magnussen,1997,7,villeneuve,True,False,False,False,False,Danish,stewart,21,22,0,0,16,0,0,16,6,0,7,2.396,23,,0
salo,1997,7,villeneuve,True,False,False,False,False,Finnish,tyrrell,17,12,2,0,14,2,0,14,2,0,9,2.241,30,0.0,0
verstappen,1997,7,villeneuve,True,False,False,False,False,Dutch,tyrrell,14,13,0,0,18,0,0,18,2,0,9,2.0069999999999997,25,,0
frentzen,1997,7,villeneuve,True,False,False,False,False,German,williams,4,4,10,1,6,10,1,4,40,4,2,0.369,30,0.0,0
villeneuve,1997,7,villeneuve,True,False,False,False,False,Canadian,williams,2,19,30,3,1,20,2,2,40,4,2,0.013000000000000001,26,,0
damon_hill,1997,8,magny_cours,False,False,True,True,False,British,arrows,17,12,0,0,21,0,0,23,0,0,10,2.181,36,0.0,0
diniz,1997,8,magny_cours,False,False,True,True,False,Brazilian,arrows,16,15,0,0,19,0,0,21,0,0,10,1.9880000000000002,27,0.0,0
alesi,1997,8,magny_cours,False,False,True,True,False,French,benetton,8,5,13,0,6,7,0,9,23,0,3,0.68,33,0.0,0
irvine,1997,8,magny_cours,False,False,True,True,False,British,ferrari,5,3,14,0,4,14,0,4,51,2,1,0.312,31,0.0,0
michael_schumacher,1997,8,magny_cours,False,False,True,True,False,German,ferrari,1,1,37,2,1,27,1,2,51,2,1,0.0,28,0.1,0
fisichella,1997,8,magny_cours,False,False,True,True,False,Italian,jordan,11,9,8,0,10,4,0,13,12,0,6,0.905,24,,0
ralf_schumacher,1997,8,magny_cours,False,False,True,True,False,German,jordan,3,6,4,0,13,4,0,12,12,0,6,0.207,21,0.0,0
coulthard,1997,8,magny_cours,False,False,True,True,False,British,mclaren,9,7,11,1,7,11,1,5,21,1,4,0.722,26,0.0,0
hakkinen,1997,8,magny_cours,False,False,True,True,False,Finnish,mclaren,10,19,10,0,9,10,0,8,21,1,4,0.7909999999999999,28,0.0,0
katayama,1997,8,magny_cours,False,False,True,True,False,Japanese,minardi,21,11,0,0,22,0,0,20,0,0,11,3.015,34,,0
nakano,1997,8,magny_cours,False,False,True,True,False,Japanese,prost,12,21,1,0,16,0,0,17,16,0,5,1.3090000000000002,26,,0
trulli,1997,8,magny_cours,False,False,True,True,False,Italian,prost,6,10,0,0,20,0,0,19,16,0,5,0.409,22,,1
herbert,1997,8,magny_cours,False,False,True,True,False,British,sauber,14,8,7,0,11,5,0,11,8,0,7,1.47,33,0.0,0
barrichello,1997,8,magny_cours,False,False,True,True,False,Brazilian,stewart,13,17,6,0,12,6,0,10,6,0,8,1.328,25,0.0,0
magnussen,1997,8,magny_cours,False,False,True,True,False,Danish,stewart,15,18,0,0,17,0,0,16,6,0,8,1.601,23,,0
salo,1997,8,magny_cours,False,False,True,True,False,Finnish,tyrrell,19,13,2,0,14,2,0,14,2,0,9,2.708,30,0.0,0
verstappen,1997,8,magny_cours,False,False,True,True,False,Dutch,tyrrell,18,20,0,0,18,0,0,18,2,0,9,2.3930000000000002,25,,0
frentzen,1997,8,magny_cours,False,False,True,True,False,German,williams,2,2,13,1,5,10,1,6,43,4,2,0.201,30,0.0,0
villeneuve,1997,8,magny_cours,False,False,True,True,False,Canadian,williams,4,4,30,3,2,30,3,1,43,4,2,0.252,26,,0
damon_hill,1997,9,silverstone,False,False,True,False,False,British,arrows,12,6,0,0,21,0,0,21,0,0,10,1.673,36,0.0,0
diniz,1997,9,silverstone,False,False,True,False,False,Brazilian,arrows,17,20,0,0,19,0,0,19,0,0,10,2.88,27,0.0,0
alesi,1997,9,silverstone,False,False,True,False,False,French,benetton,11,2,15,0,6,13,0,6,25,0,3,0.794,33,0.0,0
wurz,1997,9,silverstone,False,False,True,False,False,Austrian,benetton,8,3,0,0,0,0,0,0,25,0,3,0.746,23,,1
irvine,1997,9,silverstone,False,False,True,False,False,British,ferrari,7,15,18,0,4,14,0,4,65,3,1,0.7440000000000001,31,0.0,0
michael_schumacher,1997,9,silverstone,False,False,True,False,False,German,ferrari,4,18,47,3,1,37,2,1,65,3,1,0.379,28,0.0,0
fisichella,1997,9,silverstone,False,False,True,False,False,Italian,jordan,10,7,8,0,10,8,0,10,13,0,6,0.773,24,,0
ralf_schumacher,1997,9,silverstone,False,False,True,False,False,German,jordan,5,5,5,0,13,4,0,13,13,0,6,0.679,22,0.0,0
coulthard,1997,9,silverstone,False,False,True,False,False,British,mclaren,6,4,11,1,7,11,1,7,21,1,4,0.6809999999999999,26,0.0,0
hakkinen,1997,9,silverstone,False,False,True,False,False,Finnish,mclaren,3,12,10,0,9,10,0,9,21,1,4,0.19899999999999998,28,0.0,0
katayama,1997,9,silverstone,False,False,True,False,False,Japanese,minardi,19,22,0,0,22,0,0,22,0,0,11,3.412,34,,0
marques,1997,9,silverstone,False,False,True,False,False,Brazilian,minardi,21,10,0,0,0,0,0,0,0,0,11,3.927,21,0.0,1
nakano,1997,9,silverstone,False,False,True,False,False,Japanese,prost,15,11,1,0,16,1,0,16,16,0,5,2.469,26,,0
trulli,1997,9,silverstone,False,False,True,False,False,Italian,prost,13,8,0,0,20,0,0,20,16,0,5,1.768,23,,0
fontana,1997,9,silverstone,False,False,True,False,False,Argentine,sauber,14,9,0,0,0,0,0,0,8,0,7,2.289,22,,1
herbert,1997,9,silverstone,False,False,True,False,False,British,sauber,9,17,7,0,11,7,0,11,8,0,7,0.77,33,0.0,0
magnussen,1997,9,silverstone,False,False,True,False,False,Danish,stewart,16,13,0,0,17,0,0,17,6,0,8,2.641,24,,0
salo,1997,9,silverstone,False,False,True,False,False,Finnish,tyrrell,18,16,2,0,14,2,0,14,2,0,9,2.955,30,0.0,0
verstappen,1997,9,silverstone,False,False,True,False,False,Dutch,tyrrell,20,14,0,0,18,0,0,18,2,0,9,3.556,25,,0
frentzen,1997,9,silverstone,False,False,True,False,False,German,williams,2,21,19,1,3,13,1,5,52,4,2,0.134,30,0.0,0
villeneuve,1997,9,silverstone,False,False,True,False,False,Canadian,williams,1,1,33,3,2,30,3,2,52,4,2,0.0,26,0.5,0
damon_hill,1997,10,hockenheimring,False,False,True,False,False,British,arrows,13,8,1,0,18,0,0,21,1,0,10,1.4880000000000002,36,0.0,0
diniz,1997,10,hockenheimring,False,False,True,False,False,Brazilian,arrows,16,18,0,0,22,0,0,19,1,0,10,2.1959999999999997,27,0.0,0
alesi,1997,10,hockenheimring,False,False,True,False,False,French,benetton,6,6,21,0,3,15,0,6,35,0,3,0.62,33,0.0,0
berger,1997,10,hockenheimring,False,False,True,False,False,Austrian,benetton,1,1,10,0,8,10,0,8,35,0,3,0.0,37,0.5,0
irvine,1997,10,hockenheimring,False,False,True,False,False,British,ferrari,10,21,18,0,5,18,0,4,65,3,1,1.3359999999999999,31,0.0,0
michael_schumacher,1997,10,hockenheimring,False,False,True,False,False,German,ferrari,4,2,47,3,1,47,3,1,65,3,1,0.308,28,0.0,0
fisichella,1997,10,hockenheimring,False,False,True,False,False,Italian,jordan,2,11,8,0,10,8,0,10,15,0,6,0.023,24,,0
ralf_schumacher,1997,10,hockenheimring,False,False,True,False,False,German,jordan,7,5,7,0,11,5,0,13,15,0,6,0.625,22,0.0,0
coulthard,1997,10,hockenheimring,False,False,True,False,False,British,mclaren,8,19,14,1,7,11,1,7,24,1,4,0.8140000000000001,26,0.0,0
hakkinen,1997,10,hockenheimring,False,False,True,False,False,Finnish,mclaren,3,3,10,0,9,10,0,9,24,1,4,0.161,28,0.0,0
katayama,1997,10,hockenheimring,False,False,True,False,False,Japanese,minardi,22,16,0,0,24,0,0,22,0,0,11,4.626,34,,0
marques,1997,10,hockenheimring,False,False,True,False,False,Brazilian,minardi,21,22,0,0,26,0,0,0,0,0,11,4.069,21,0.0,0
nakano,1997,10,hockenheimring,False,False,True,False,False,Japanese,prost,17,7,1,0,16,1,0,16,16,0,5,2.239,26,,0
trulli,1997,10,hockenheimring,False,False,True,False,False,Italian,prost,11,4,0,0,20,0,0,20,16,0,5,1.3530000000000002,23,,0
